"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"340","not_working","hs_grad","married","services","Black","Male","north_america","<=50K",45,40,"no_investment"
"341","not_working","associates","never_married","office","White","Male","north_america","<=50K",26,40,"no_investment"
"342","not_working","associates","married","labor","White","Male","north_america",">50K",38,40,"investor"
"343","self_emp","hs_grad","married","defense","White","Male","north_america",">50K",36,40,"investor"
"344","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",33,20,"no_investment"
"345","self_emp","hs_grad","never_married","defense","Black","Female","north_america","<=50K",22,40,"no_investment"
"346","self_emp","bachelors","never_married","office","White","Male","north_america","<=50K",43,42,"no_investment"
"349","not_working","associates","married","services","White","Male","asia_and_pacific","<=50K",56,25,"no_investment"
"350","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",31,25,"no_investment"
"351","not_working","bachelors","married","office","White","Male","north_america",">50K",33,40,"no_investment"
"352","not_working","hs_grad","married","services","White","Male","north_america","<=50K",26,40,"no_investment"
"353","not_working","bachelors","married","office","White","Male","north_america",">50K",33,40,"no_investment"
"354","government_emp","some_hs","married","labor","White","Male","north_america","<=50K",46,30,"no_investment"
"356","government_emp","hs_grad","married","office","White","Male","north_america",">50K",38,40,"no_investment"
"357","not_working","some_hs","not_married","services","Other","Male","north_america","<=50K",65,40,"no_investment"
"358","not_working","associates","married","office","White","Male","north_america",">50K",40,40,"no_investment"
"359","not_working","hs_grad","married","office","White","Female","north_america","<=50K",42,35,"no_investment"
"360","self_emp","some_hs","married","labor","White","Male","europe","<=50K",26,40,"no_investment"
"361","not_working","some_hs","married","services","White","Female","north_america","<=50K",36,24,"no_investment"
"362","not_working","graduate_deg","married","office","White","Male","north_america",">50K",62,40,"no_investment"
"363","not_working","bachelors","married","labor","White","Male","north_america","<=50K",43,45,"no_investment"
"364","not_working","bachelors","not_married","office","White","Male","north_america",">50K",43,45,"investor"
"365","not_working","hs_grad","married","office","White","Male","north_america","<=50K",22,55,"no_investment"
"366","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",28,40,"no_investment"
"367","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",56,45,"no_investment"
"368","not_working","associates","never_married","office","White","Female","north_america","<=50K",22,15,"no_investment"
"369","not_working","bachelors","not_married","office","White","Female","north_america",">50K",57,45,"no_investment"
"370","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",39,40,"no_investment"
"371","government_emp","hs_grad","never_married","office","White","Female","north_america","<=50K",26,15,"no_investment"
"372","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",17,10,"no_investment"
"373","self_emp","associates","married","labor","White","Male","north_america",">50K",40,38,"no_investment"
"374","not_working","hs_grad","married","labor","Black","Male","north_america","<=50K",45,40,"no_investment"
"375","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",44,40,"no_investment"
"376","government_emp","hs_grad","never_married","office","White","Female","north_america","<=50K",20,10,"no_investment"
"377","not_working","hs_grad","married","labor","White","Female","north_america","<=50K",33,40,"no_investment"
"378","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",23,40,"no_investment"
"379","self_emp","graduate_deg","not_married","office","White","Male","north_america","<=50K",46,30,"no_investment"
"380","not_working","hs_grad","married","office","White","Male","north_america","<=50K",38,50,"no_investment"
"381","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",54,40,"no_investment"
"382","not_working","no_hs","not_married","labor","White","Female","north_america","<=50K",46,45,"investor"
"383","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",25,40,"no_investment"
"384","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",46,40,"no_investment"
"385","government_emp","hs_grad","married","labor","White","Female","north_america","<=50K",36,40,"no_investment"
"386","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",23,25,"no_investment"
"387","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",29,40,"no_investment"
"388","not_working","hs_grad","married","office","White","Female","north_america",">50K",44,6,"investor"
"389","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",19,16,"no_investment"
"390","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",19,40,"no_investment"
"391","not_working","hs_grad","married","services","White","Female","north_america",">50K",35,40,"no_investment"
"392","not_working","bachelors","never_married","labor","White","Male","north_america","<=50K",27,50,"no_investment"
"393","self_emp","associates","not_married","labor","White","Male","north_america","<=50K",46,40,"no_investment"
"394","self_emp","bachelors","married","office","White","Male","north_america",">50K",34,45,"investor"
"395","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",34,35,"no_investment"
"396","not_working","hs_grad","married","office","White","Male","north_america","<=50K",44,40,"no_investment"
"397","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",45,40,"no_investment"
"399","not_working","bachelors","married","office","White","Male","north_america",">50K",25,55,"no_investment"
"400","private","bachelors","married","office","White","Male","north_america",">50K",52,50,"no_investment"
"401","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",20,40,"no_investment"
"402","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",28,40,"no_investment"
"403","self_emp","bachelors","married","defense","White","Male","north_america",">50K",50,40,"no_investment"
"404","not_working","associates","not_married","office","White","Female","north_america","<=50K",34,64,"no_investment"
"405","not_working","no_hs","married","services","Other","Male","south_america","<=50K",28,40,"investor"
"406","not_working","graduate_deg","married","office","White","Male","north_america",">50K",41,65,"investor"
"407","not_working","hs_grad","married","office","White","Male","north_america","<=50K",28,40,"no_investment"
"408","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",46,25,"no_investment"
"410","not_working","hs_grad","married","office","White","Male","north_america","<=50K",32,50,"no_investment"
"411","government_emp","hs_grad","not_married","services","Black","Female","north_america","<=50K",41,24,"no_investment"
"412","not_working","hs_grad","never_married","services","Black","Female","north_america","<=50K",24,40,"no_investment"
"413","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",33,40,"no_investment"
"414","not_working","graduate_deg","married","office","White","Male","north_america",">50K",46,60,"investor"
"415","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"416","not_working","some_hs","not_married","labor","White","Male","north_america",">50K",35,50,"no_investment"
"417","not_working","no_hs","married","labor","White","Male","south_america","<=50K",52,40,"no_investment"
"418","not_working","some_hs","never_married","services","White","Female","north_america","<=50K",30,19,"no_investment"
"419","government_emp","some_hs","not_married","labor","Black","Male","north_america","<=50K",34,40,"no_investment"
